Dataset Name,App,Level,Compression Ratio,Compression Speed,Decompression Speed,Status
dataset_silesia_xml.tar,lz4,1,0.22935,367.2,438.56,OK
dataset_silesia_xml.tar,lz4,3,0.15948,137.4,420.56,OK
dataset_silesia_xml.tar,lz4,5,0.14839,87.6,414.5,OK
dataset_silesia_xml.tar,lz4,7,0.14489,68.34,480.21,OK
dataset_silesia_xml.tar,lz4,9,0.1441,53.16,466.24,OK
dataset_silesia_xml.tar,gzip,1,0.18064,148.5,193.44,OK
dataset_silesia_xml.tar,gzip,3,0.15388,116.49,206.46,OK
dataset_silesia_xml.tar,gzip,5,0.13659,83.39,217.18,OK
dataset_silesia_xml.tar,gzip,7,0.12652,48.47,231.92,OK
dataset_silesia_xml.tar,gzip,9,0.1237,31.15,233.75,OK
dataset_silesia_xml.tar,zstd,1,0.13023,388.33,603.2,OK
dataset_silesia_xml.tar,zstd,3,0.11937,282.72,676.86,OK
dataset_silesia_xml.tar,zstd,5,0.10779,113.94,502.58,OK
dataset_silesia_xml.tar,zstd,7,0.09955,85.05,551.05,OK
dataset_silesia_xml.tar,zstd,9,0.09696,72.64,543.08,OK
dataset_silesia_xml.tar,zstd,11,0.09344,42.08,517.33,OK
dataset_silesia_xml.tar,zstd,13,0.09293,23.67,709.03,OK
dataset_silesia_xml.tar,zstd,15,0.09053,13.21,692.83,OK
dataset_silesia_xml.tar,zstd,17,0.08693,6.17,622.07,OK
dataset_silesia_xml.tar,bzip2,1,0.10594,14.24,58.45,OK
dataset_silesia_xml.tar,bzip2,3,0.09092,12.86,49.22,OK
dataset_silesia_xml.tar,bzip2,5,0.08455,12.04,48.75,OK
dataset_silesia_xml.tar,bzip2,7,0.08174,11.61,46.9,OK
dataset_silesia_xml.tar,bzip2,9,0.08224,10.98,44.22,OK
dataset_silesia_samba.tar,les,1,0.41188,1.89,0.0,RunErr
dataset_silesia_samba.tar,les,2,0.41188,1.89,0.0,RunErr
dataset_silesia_samba.tar,les,3,0.41188,1.85,0.0,RunErr
dataset_silesia_samba.tar,les,4,0.41188,1.87,0.0,RunErr
dataset_silesia_samba.tar,les,5,0.41188,1.85,0.0,RunErr
dataset_silesia_samba.tar,les,6,0.41188,1.84,0.0,RunErr
dataset_silesia_samba.tar,les,7,0.41188,1.84,0.0,RunErr
dataset_silesia_samba.tar,les,8,0.41188,1.85,0.0,RunErr
dataset_silesia_samba.tar,les,9,0.41188,1.86,0.0,RunErr
dataset_silesia_samba.tar,lz4,1,0.35724,389.43,503.51,OK
dataset_silesia_samba.tar,lz4,3,0.29243,96.88,540.47,OK
dataset_silesia_samba.tar,lz4,5,0.28648,71.03,544.14,OK
dataset_silesia_samba.tar,lz4,7,0.28495,54.1,546.15,OK
dataset_silesia_samba.tar,lz4,9,0.2846,41.21,517.4,OK
dataset_silesia_samba.tar,gzip,1,0.29362,102.93,174.92,OK
dataset_silesia_samba.tar,gzip,3,0.2772,80.54,180.36,OK
dataset_silesia_samba.tar,gzip,5,0.25539,54.66,185.24,OK
dataset_silesia_samba.tar,gzip,7,0.25091,34.25,185.05,OK
dataset_silesia_samba.tar,gzip,9,0.25024,22.2,180.75,OK
dataset_silesia_samba.tar,zstd,1,0.25517,333.22,912.57,OK
dataset_silesia_samba.tar,zstd,3,0.23033,226.11,815.03,OK
dataset_silesia_samba.tar,zstd,5,0.21942,105.19,833.74,OK
dataset_silesia_samba.tar,zstd,7,0.20982,70.12,898.09,OK
dataset_silesia_samba.tar,zstd,9,0.20263,52.51,795.8,OK
dataset_silesia_samba.tar,zstd,11,0.19985,27.91,847.18,OK
dataset_silesia_samba.tar,zstd,13,0.19943,12.37,724.56,OK
dataset_silesia_samba.tar,zstd,15,0.19649,8.25,705.97,OK
dataset_silesia_samba.tar,zstd,17,0.18298,4.86,675.25,OK
dataset_silesia_samba.tar,bzip2,1,0.23504,16.76,41.23,OK
dataset_silesia_samba.tar,bzip2,3,0.21918,16.46,31.16,OK
dataset_silesia_samba.tar,bzip2,5,0.21407,15.99,36.95,OK
dataset_silesia_samba.tar,bzip2,7,0.21043,15.91,36.02,OK
dataset_silesia_samba.tar,bzip2,9,0.21048,14.7,36.87,OK
dataset_silesia_nci.tar,les,1,0.23774,3.3,0.0,RunErr
dataset_silesia_nci.tar,les,2,0.23774,3.33,0.0,RunErr
dataset_silesia_nci.tar,les,3,0.23774,3.31,0.0,RunErr
dataset_silesia_nci.tar,les,4,0.23774,3.27,0.0,RunErr
dataset_silesia_nci.tar,les,5,0.23774,3.33,0.0,RunErr
dataset_silesia_nci.tar,les,6,0.23774,3.46,0.0,RunErr
dataset_silesia_nci.tar,les,7,0.23774,3.31,0.0,RunErr
dataset_silesia_nci.tar,les,8,0.23774,3.19,0.0,RunErr
dataset_silesia_nci.tar,les,9,0.23774,3.33,0.0,RunErr
dataset_silesia_nci.tar,lz4,1,0.16506,535.8,613.49,OK
dataset_silesia_nci.tar,lz4,3,0.12694,154.17,611.43,OK
dataset_silesia_nci.tar,lz4,5,0.11568,94.29,590.14,OK
dataset_silesia_nci.tar,lz4,7,0.11111,47.92,616.14,OK
dataset_silesia_nci.tar,lz4,9,0.10979,32.36,580.04,OK
dataset_silesia_nci.tar,gzip,1,0.13778,169.0,220.59,OK
dataset_silesia_nci.tar,gzip,3,0.11949,145.61,226.75,OK
dataset_silesia_nci.tar,gzip,5,0.10068,104.52,245.12,OK
dataset_silesia_nci.tar,gzip,7,0.0936,60.23,243.16,OK
dataset_silesia_nci.tar,gzip,9,0.08903,16.04,246.89,OK
dataset_silesia_nci.tar,zstd,1,0.08505,573.2,942.36,OK
dataset_silesia_nci.tar,zstd,3,0.08477,371.48,970.01,OK
dataset_silesia_nci.tar,zstd,5,0.07699,148.51,1045.6,OK
dataset_silesia_nci.tar,zstd,7,0.07026,102.44,1073.68,OK
dataset_silesia_nci.tar,zstd,9,0.06699,85.04,993.56,OK
dataset_silesia_nci.tar,zstd,11,0.06278,42.12,945.95,OK
dataset_silesia_nci.tar,zstd,13,0.06291,23.3,1012.03,OK
dataset_silesia_nci.tar,zstd,15,0.05844,11.92,1026.22,OK
dataset_silesia_nci.tar,zstd,17,0.05504,5.15,1003.46,OK
dataset_silesia_nci.tar,bzip2,1,0.07028,12.76,65.9,OK
dataset_silesia_nci.tar,bzip2,3,0.06068,11.57,51.49,OK
dataset_silesia_nci.tar,bzip2,5,0.05731,10.0,48.49,OK
dataset_silesia_nci.tar,bzip2,7,0.05541,9.54,45.07,OK
dataset_silesia_nci.tar,bzip2,9,0.05404,8.41,41.93,OK
dataset_silesia_mr.tar,les,1,0.46214,1.43,51.49,OK
dataset_silesia_mr.tar,les,2,0.46214,1.47,53.72,OK
dataset_silesia_mr.tar,les,3,0.46214,1.36,53.66,OK
dataset_silesia_mr.tar,les,4,0.46214,1.45,50.34,OK
dataset_silesia_mr.tar,les,5,0.46214,1.4,52.86,OK
dataset_silesia_mr.tar,les,6,0.46214,1.46,49.75,OK
dataset_silesia_mr.tar,les,7,0.46214,1.44,46.82,OK
dataset_silesia_mr.tar,les,8,0.46214,1.44,49.81,OK
dataset_silesia_mr.tar,les,9,0.46214,1.44,49.96,OK
dataset_silesia_mr.tar,lz4,1,0.54571,318.76,480.18,OK
dataset_silesia_mr.tar,lz4,3,0.46588,66.3,438.31,OK
dataset_silesia_mr.tar,lz4,5,0.44005,42.12,437.14,OK
dataset_silesia_mr.tar,lz4,7,0.42896,24.27,473.78,OK
dataset_silesia_mr.tar,lz4,9,0.4259,17.22,466.39,OK
dataset_silesia_mr.tar,gzip,1,0.38568,75.82,142.25,OK
dataset_silesia_mr.tar,gzip,3,0.36972,53.57,146.38,OK
dataset_silesia_mr.tar,gzip,5,0.37227,31.52,142.08,OK
dataset_silesia_mr.tar,gzip,7,0.36956,15.14,149.76,OK
dataset_silesia_mr.tar,gzip,9,0.36842,7.48,137.1,OK
dataset_silesia_mr.tar,zstd,1,0.38319,228.27,697.71,OK
dataset_silesia_mr.tar,zstd,3,0.35573,115.36,533.1,OK
dataset_silesia_mr.tar,zstd,5,0.33861,70.78,540.71,OK
dataset_silesia_mr.tar,zstd,7,0.33616,46.24,457.37,OK
dataset_silesia_mr.tar,zstd,9,0.33332,34.79,481.33,OK
dataset_silesia_mr.tar,zstd,11,0.32859,14.85,455.66,OK
dataset_silesia_mr.tar,zstd,13,0.32744,5.5,463.12,OK
dataset_silesia_mr.tar,zstd,15,0.32492,3.48,467.7,OK
dataset_silesia_mr.tar,zstd,17,0.315,2.77,454.79,OK
dataset_silesia_mr.tar,bzip2,1,0.25824,20.54,42.33,OK
dataset_silesia_mr.tar,bzip2,3,0.25207,20.01,35.76,OK
dataset_silesia_mr.tar,bzip2,5,0.24838,21.21,34.64,OK
dataset_silesia_mr.tar,bzip2,7,0.24633,20.6,35.71,OK
dataset_silesia_mr.tar,bzip2,9,0.24478,19.22,33.14,OK
dataset_silesia_mozilla.tar,les,1,0.49611,3.51,0.0,RunErr
dataset_silesia_mozilla.tar,les,2,0.49611,3.56,0.0,RunErr
dataset_silesia_mozilla.tar,les,3,0.49611,3.56,0.0,RunErr
dataset_silesia_mozilla.tar,les,4,0.49611,3.63,0.0,RunErr
dataset_silesia_mozilla.tar,les,5,0.49611,3.44,0.0,RunErr
dataset_silesia_mozilla.tar,les,6,0.49611,3.52,0.0,RunErr
dataset_silesia_mozilla.tar,les,7,0.49611,3.64,0.0,RunErr
dataset_silesia_mozilla.tar,les,8,0.49611,3.61,0.0,RunErr
dataset_silesia_mozilla.tar,les,9,0.49611,3.63,0.0,RunErr
dataset_silesia_mozilla.tar,lz4,1,0.51614,376.32,551.61,OK
dataset_silesia_mozilla.tar,lz4,3,0.44176,78.12,562.08,OK
dataset_silesia_mozilla.tar,lz4,5,0.4351,64.65,580.73,OK
dataset_silesia_mozilla.tar,lz4,7,0.43243,49.33,549.49,OK
dataset_silesia_mozilla.tar,lz4,9,0.43138,33.12,566.56,OK
dataset_silesia_mozilla.tar,gzip,1,0.40379,69.4,149.11,OK
dataset_silesia_mozilla.tar,gzip,3,0.3907,53.2,152.42,OK
dataset_silesia_mozilla.tar,gzip,5,0.37403,36.99,157.65,OK
dataset_silesia_mozilla.tar,gzip,7,0.37115,18.75,158.6,OK
dataset_silesia_mozilla.tar,gzip,9,0.37076,7.17,152.04,OK
dataset_silesia_mozilla.tar,zstd,1,0.39267,309.01,735.65,OK
dataset_silesia_mozilla.tar,zstd,3,0.3612,167.57,731.47,OK
dataset_silesia_mozilla.tar,zstd,5,0.34952,82.31,683.23,OK
dataset_silesia_mozilla.tar,zstd,7,0.33732,60.29,804.07,OK
dataset_silesia_mozilla.tar,zstd,9,0.33072,47.99,819.46,OK
dataset_silesia_mozilla.tar,zstd,11,0.32838,20.07,725.1,OK
dataset_silesia_mozilla.tar,zstd,13,0.32804,9.24,647.35,OK
dataset_silesia_mozilla.tar,zstd,15,0.32685,7.74,716.82,OK
dataset_silesia_mozilla.tar,zstd,17,0.30517,3.73,520.2,OK
dataset_silesia_mozilla.tar,bzip2,1,0.36446,14.68,30.21,OK
dataset_silesia_mozilla.tar,bzip2,3,0.35728,15.79,32.5,OK
dataset_silesia_mozilla.tar,bzip2,5,0.353,15.65,29.32,OK
dataset_silesia_mozilla.tar,bzip2,7,0.35103,15.04,29.06,OK
dataset_silesia_mozilla.tar,bzip2,9,0.34971,15.49,28.81,OK
dataset_silesia_dickens.tar,les,1,0.56871,1.48,50.12,OK
dataset_silesia_dickens.tar,les,2,0.56871,1.5,48.21,OK
dataset_silesia_dickens.tar,les,3,0.56871,1.53,45.96,OK
dataset_silesia_dickens.tar,les,4,0.56871,1.59,49.73,OK
dataset_silesia_dickens.tar,les,5,0.56871,1.54,49.86,OK
dataset_silesia_dickens.tar,les,6,0.56871,1.54,38.22,OK
dataset_silesia_dickens.tar,les,7,0.56871,1.55,50.64,OK
dataset_silesia_dickens.tar,les,8,0.56871,1.55,49.7,OK
dataset_silesia_dickens.tar,les,9,0.56871,1.54,48.01,OK
dataset_silesia_dickens.tar,lz4,1,0.63059,244.13,433.8,OK
dataset_silesia_dickens.tar,lz4,3,0.46911,59.82,492.53,OK
dataset_silesia_dickens.tar,lz4,5,0.44298,35.38,495.58,OK
dataset_silesia_dickens.tar,lz4,7,0.43655,21.61,464.71,OK
dataset_silesia_dickens.tar,lz4,9,0.43548,18.96,469.76,OK
dataset_silesia_dickens.tar,gzip,1,0.44929,71.14,134.59,OK
dataset_silesia_dickens.tar,gzip,3,0.41076,41.07,145.99,OK
dataset_silesia_dickens.tar,gzip,5,0.38695,26.96,138.52,OK
dataset_silesia_dickens.tar,gzip,7,0.3781,13.32,152.28,OK
dataset_silesia_dickens.tar,gzip,9,0.37769,11.98,157.48,OK
dataset_silesia_dickens.tar,zstd,1,0.41798,206.97,720.33,OK
dataset_silesia_dickens.tar,zstd,3,0.3598,125.45,495.28,OK
dataset_silesia_dickens.tar,zstd,5,0.34629,66.48,531.12,OK
dataset_silesia_dickens.tar,zstd,7,0.32848,38.35,456.88,OK
dataset_silesia_dickens.tar,zstd,9,0.32186,25.52,224.25,OK
dataset_silesia_dickens.tar,zstd,11,0.31139,12.16,565.47,OK
dataset_silesia_dickens.tar,zstd,13,0.30615,4.36,586.56,OK
dataset_silesia_dickens.tar,zstd,15,0.29985,2.64,611.1,OK
dataset_silesia_dickens.tar,zstd,17,0.28428,2.18,435.7,OK
dataset_silesia_dickens.tar,bzip2,1,0.32379,15.56,30.93,OK
dataset_silesia_dickens.tar,bzip2,3,0.29497,15.48,25.68,OK
dataset_silesia_dickens.tar,bzip2,5,0.28521,15.17,26.43,OK
dataset_silesia_dickens.tar,bzip2,7,0.27855,14.42,26.52,OK
dataset_silesia_dickens.tar,bzip2,9,0.27453,13.8,26.06,OK
dataset_silesia_ooffice.tar,les,1,0.64702,1.34,0.0,RunErr
dataset_silesia_ooffice.tar,les,2,0.64702,1.35,0.0,RunErr
dataset_silesia_ooffice.tar,les,3,0.64702,1.39,0.0,RunErr
dataset_silesia_ooffice.tar,les,4,0.64702,1.34,0.0,RunErr
dataset_silesia_ooffice.tar,les,5,0.64702,1.27,0.0,RunErr
dataset_silesia_ooffice.tar,les,6,0.64702,1.33,0.0,RunErr
dataset_silesia_ooffice.tar,les,7,0.64702,1.3,0.0,RunErr
dataset_silesia_ooffice.tar,les,8,0.64702,1.34,0.0,RunErr
dataset_silesia_ooffice.tar,les,9,0.64702,1.33,0.0,RunErr
dataset_silesia_ooffice.tar,lz4,1,0.70396,264.44,406.04,OK
dataset_silesia_ooffice.tar,lz4,3,0.58558,57.95,402.29,OK
dataset_silesia_ooffice.tar,lz4,5,0.57773,44.74,389.13,OK
dataset_silesia_ooffice.tar,lz4,7,0.57569,38.59,414.05,OK
dataset_silesia_ooffice.tar,lz4,9,0.57528,32.56,409.29,OK
dataset_silesia_ooffice.tar,gzip,1,0.5345,55.74,107.73,OK
dataset_silesia_ooffice.tar,gzip,3,0.51816,38.8,116.13,OK
dataset_silesia_ooffice.tar,gzip,5,0.50539,29.65,129.67,OK
dataset_silesia_ooffice.tar,gzip,7,0.5018,17.22,132.42,OK
dataset_silesia_ooffice.tar,gzip,9,0.50135,12.11,129.0,OK
dataset_silesia_ooffice.tar,zstd,1,0.58508,205.21,558.03,OK
dataset_silesia_ooffice.tar,zstd,3,0.51,118.56,463.66,OK
dataset_silesia_ooffice.tar,zstd,5,0.48494,59.62,405.51,OK
dataset_silesia_ooffice.tar,zstd,7,0.4718,44.38,439.7,OK
dataset_silesia_ooffice.tar,zstd,9,0.46588,37.16,405.85,OK
dataset_silesia_ooffice.tar,zstd,11,0.4622,18.21,373.77,OK
dataset_silesia_ooffice.tar,zstd,13,0.46152,7.65,471.67,OK
dataset_silesia_ooffice.tar,zstd,15,0.46035,6.29,439.51,OK
dataset_silesia_ooffice.tar,zstd,17,0.43676,3.71,405.91,OK
dataset_silesia_ooffice.tar,bzip2,1,0.48719,13.4,25.24,OK
dataset_silesia_ooffice.tar,bzip2,3,0.4733,15.19,21.97,OK
dataset_silesia_ooffice.tar,bzip2,5,0.46714,14.05,21.56,OK
dataset_silesia_ooffice.tar,bzip2,7,0.46456,15.05,21.56,OK
dataset_silesia_ooffice.tar,bzip2,9,0.46444,14.35,22.63,OK
dataset_silesia_osdb.tar,les,1,0.76324,1.3,0.0,RunErr
dataset_silesia_osdb.tar,les,2,0.76324,1.28,0.0,RunErr
dataset_silesia_osdb.tar,les,3,0.76324,1.24,0.0,RunErr
dataset_silesia_osdb.tar,les,4,0.76324,1.25,0.0,RunErr
dataset_silesia_osdb.tar,les,5,0.76324,1.25,0.0,RunErr
dataset_silesia_osdb.tar,les,6,0.76324,1.26,0.0,RunErr
dataset_silesia_osdb.tar,les,7,0.76324,1.3,0.0,RunErr
dataset_silesia_osdb.tar,les,8,0.76324,1.29,0.0,RunErr
dataset_silesia_osdb.tar,les,9,0.76324,1.27,0.0,RunErr
dataset_silesia_osdb.tar,lz4,1,0.52111,327.36,477.93,OK
dataset_silesia_osdb.tar,lz4,3,0.4017,87.58,512.43,OK
dataset_silesia_osdb.tar,lz4,5,0.39592,57.93,484.47,OK
dataset_silesia_osdb.tar,lz4,7,0.39504,50.05,465.28,OK
dataset_silesia_osdb.tar,lz4,9,0.395,49.79,479.2,OK
dataset_silesia_osdb.tar,gzip,1,0.40308,80.12,146.75,OK
dataset_silesia_osdb.tar,gzip,3,0.39409,57.52,152.74,OK
dataset_silesia_osdb.tar,gzip,5,0.37612,42.41,156.44,OK
dataset_silesia_osdb.tar,gzip,7,0.36851,25.32,161.31,OK
dataset_silesia_osdb.tar,gzip,9,0.36809,24.05,160.26,OK
dataset_silesia_osdb.tar,zstd,1,0.36931,271.18,698.24,OK
dataset_silesia_osdb.tar,zstd,3,0.34732,150.44,673.53,OK
dataset_silesia_osdb.tar,zstd,5,0.33984,81.13,634.61,OK
dataset_silesia_osdb.tar,zstd,7,0.33275,53.12,583.81,OK
dataset_silesia_osdb.tar,zstd,9,0.33096,39.72,594.56,OK
dataset_silesia_osdb.tar,zstd,11,0.31951,19.38,713.89,OK
dataset_silesia_osdb.tar,zstd,13,0.31262,9.81,592.24,OK
dataset_silesia_osdb.tar,zstd,15,0.30974,7.83,763.96,OK
dataset_silesia_osdb.tar,zstd,17,0.30452,3.41,551.79,OK
dataset_silesia_osdb.tar,bzip2,1,0.37209,15.94,28.8,OK
dataset_silesia_osdb.tar,bzip2,3,0.3092,17.16,26.47,OK
dataset_silesia_osdb.tar,bzip2,5,0.29151,17.21,28.01,OK
dataset_silesia_osdb.tar,bzip2,7,0.28315,14.84,26.64,OK
dataset_silesia_osdb.tar,bzip2,9,0.27759,14.85,29.49,OK
dataset_silesia_webster.tar,les,1,0.47411,3.51,0.0,RunErr
dataset_silesia_webster.tar,les,2,0.47411,3.46,0.0,RunErr
dataset_silesia_webster.tar,les,3,0.47411,3.51,0.0,RunErr
dataset_silesia_webster.tar,les,4,0.47411,3.49,0.0,RunErr
dataset_silesia_webster.tar,les,5,0.47411,3.57,0.0,RunErr
dataset_silesia_webster.tar,les,6,0.47411,3.52,0.0,RunErr
dataset_silesia_webster.tar,les,7,0.47411,3.34,0.0,RunErr
dataset_silesia_webster.tar,les,8,0.47411,3.41,0.0,RunErr
dataset_silesia_webster.tar,les,9,0.47411,3.32,0.0,RunErr
dataset_silesia_webster.tar,lz4,1,0.48597,271.1,509.26,OK
dataset_silesia_webster.tar,lz4,3,0.356,63.62,447.47,OK
dataset_silesia_webster.tar,lz4,5,0.34238,42.06,420.32,OK
dataset_silesia_webster.tar,lz4,7,0.33912,30.53,458.6,OK
dataset_silesia_webster.tar,lz4,9,0.33835,23.36,481.62,OK
dataset_silesia_webster.tar,gzip,1,0.36123,74.91,129.18,OK
dataset_silesia_webster.tar,gzip,3,0.32839,52.34,142.98,OK
dataset_silesia_webster.tar,gzip,5,0.29988,34.98,130.59,OK
dataset_silesia_webster.tar,gzip,7,0.29228,19.23,164.04,OK
dataset_silesia_webster.tar,gzip,9,0.29091,13.64,118.1,OK
dataset_silesia_webster.tar,zstd,1,0.3297,165.92,447.56,OK
dataset_silesia_webster.tar,zstd,3,0.29263,92.35,583.79,OK
dataset_silesia_webster.tar,zstd,5,0.27088,51.5,421.62,OK
dataset_silesia_webster.tar,zstd,7,0.25524,34.44,486.21,OK
dataset_silesia_webster.tar,zstd,9,0.24775,23.81,386.34,OK
dataset_silesia_webster.tar,zstd,11,0.24012,12.77,309.45,OK
dataset_silesia_webster.tar,zstd,13,0.23775,4.06,511.93,OK
dataset_silesia_webster.tar,zstd,15,0.2312,3.09,670.81,OK
dataset_silesia_webster.tar,zstd,17,0.2159,1.97,488.55,OK
dataset_silesia_webster.tar,bzip2,1,0.24875,14.72,32.28,OK
dataset_silesia_webster.tar,bzip2,3,0.22572,14.56,31.95,OK
dataset_silesia_webster.tar,bzip2,5,0.21703,14.16,30.81,OK
dataset_silesia_webster.tar,bzip2,7,0.21214,12.0,29.62,OK
dataset_silesia_webster.tar,bzip2,9,0.20851,13.29,30.89,OK
dataset_silesia_sao.tar,les,1,0.85771,1.13,0.0,RunErr
dataset_silesia_sao.tar,les,2,0.85771,1.13,0.0,RunErr
dataset_silesia_sao.tar,les,3,0.85771,1.23,0.0,RunErr
dataset_silesia_sao.tar,les,4,0.85771,1.18,0.0,RunErr
dataset_silesia_sao.tar,les,5,0.85771,1.27,0.0,RunErr
dataset_silesia_sao.tar,les,6,0.85771,1.29,0.0,RunErr
dataset_silesia_sao.tar,les,7,0.85771,1.28,0.0,RunErr
dataset_silesia_sao.tar,les,8,0.85771,1.2,0.0,RunErr
dataset_silesia_sao.tar,les,9,0.85771,1.21,0.0,RunErr
dataset_silesia_sao.tar,lz4,1,0.93534,273.4,419.46,OK
dataset_silesia_sao.tar,lz4,3,0.80893,42.69,398.98,OK
dataset_silesia_sao.tar,lz4,5,0.79539,35.72,421.88,OK
dataset_silesia_sao.tar,lz4,7,0.79079,28.57,438.2,OK
dataset_silesia_sao.tar,lz4,9,0.79029,26.55,423.09,OK
dataset_silesia_sao.tar,gzip,1,0.76699,47.26,129.87,OK
