Dataset Name,App,Level,Compression Ratio,Compression Speed,Decompression Speed,Status
dataset_silesia_sao.tar,gzip,9,0.73377,14.06,129.92,OK
dataset_silesia_sao.tar,zstd,1,0.86114,190.38,576.03,OK
dataset_silesia_sao.tar,zstd,3,0.76464,87.67,474.14,OK
dataset_silesia_sao.tar,zstd,5,0.73077,47.18,457.95,OK
dataset_silesia_sao.tar,zstd,7,0.72074,37.77,439.9,OK
dataset_silesia_sao.tar,zstd,9,0.71843,31.44,423.36,OK
dataset_silesia_sao.tar,zstd,11,0.71632,14.82,415.48,OK
dataset_silesia_sao.tar,zstd,13,0.71766,5.78,429.08,OK
dataset_silesia_sao.tar,zstd,15,0.71693,4.67,477.42,OK
dataset_silesia_sao.tar,zstd,17,0.6956,3.27,337.39,OK
dataset_silesia_sao.tar,bzip2,1,0.69795,11.91,19.99,OK
dataset_silesia_sao.tar,bzip2,3,0.68666,10.69,18.02,OK
dataset_silesia_sao.tar,bzip2,5,0.68343,13.01,19.25,OK
dataset_silesia_sao.tar,bzip2,7,0.68235,12.66,19.9,OK
dataset_silesia_sao.tar,bzip2,9,0.68055,11.29,19.71,OK
