Dataset Name,App,Level,Compression Ratio,Compression Speed,Decompression Speed,Status
dataset_silesia_mr.tar,gzip,7,0.36956,16.62,161.15,OK
dataset_silesia_mr.tar,gzip,9,0.36842,8.08,161.14,OK
dataset_silesia_mr.tar,lz4,1,0.54571,334.49,535.06,OK
dataset_silesia_mr.tar,lz4,3,0.46588,68.76,419.81,OK
dataset_silesia_mr.tar,lz4,5,0.44005,44.5,437.16,OK
dataset_silesia_mr.tar,lz4,7,0.42896,26.11,466.68,OK
dataset_silesia_mr.tar,lz4,9,0.4259,18.35,487.14,OK
dataset_silesia_mr.tar,zstd,1,0.38319,271.47,696.0,OK
dataset_silesia_mr.tar,zstd,3,0.35573,129.5,582.95,OK
dataset_silesia_mr.tar,zstd,5,0.33861,78.06,569.38,OK
dataset_silesia_mr.tar,zstd,7,0.33616,42.61,406.86,OK
dataset_silesia_mr.tar,zstd,9,0.33332,27.42,529.68,OK
dataset_silesia_mr.tar,zstd,11,0.32859,15.16,549.62,OK
dataset_silesia_mr.tar,zstd,13,0.32744,6.33,493.75,OK
dataset_silesia_mr.tar,zstd,15,0.32492,3.76,547.23,OK
dataset_silesia_mr.tar,zstd,17,0.31501,3.14,415.51,OK
dataset_silesia_mr.tar,bzip2,1,0.25824,21.13,47.34,OK
dataset_silesia_mr.tar,bzip2,3,0.25207,24.42,42.9,OK
dataset_silesia_mr.tar,bzip2,5,0.24838,23.45,41.34,OK
dataset_silesia_mr.tar,bzip2,7,0.24633,21.95,37.94,OK
dataset_silesia_mr.tar,bzip2,9,0.24478,21.4,37.59,OK
dataset_silesia_mozilla.tar,les,1,0.60744,116.44,259.1,OK
dataset_silesia_mozilla.tar,les,2,0.59654,122.21,265.61,OK
dataset_silesia_mozilla.tar,les,3,0.58353,109.1,256.16,OK
dataset_silesia_mozilla.tar,les,4,0.58019,64.92,256.75,OK
dataset_silesia_mozilla.tar,les,5,0.58299,60.31,247.95,OK
dataset_silesia_mozilla.tar,les,6,0.59263,53.7,244.0,OK
dataset_silesia_mozilla.tar,les,7,0.58377,36.26,268.67,OK
dataset_silesia_mozilla.tar,les,8,0.65264,36.74,192.93,OK
dataset_silesia_mozilla.tar,les,9,0.49717,19.77,409.03,OK
dataset_silesia_mozilla.tar,gzip,1,0.40379,78.01,159.88,OK
dataset_silesia_mozilla.tar,gzip,3,0.3907,53.64,165.97,OK
dataset_silesia_mozilla.tar,gzip,5,0.37405,40.53,168.9,OK
dataset_silesia_mozilla.tar,gzip,7,0.37116,21.34,171.4,OK
dataset_silesia_mozilla.tar,gzip,9,0.37077,7.78,159.98,OK
dataset_silesia_mozilla.tar,lz4,1,0.51614,401.11,615.94,OK
dataset_silesia_mozilla.tar,lz4,3,0.44176,87.63,644.85,OK
dataset_silesia_mozilla.tar,lz4,5,0.4351,69.05,645.09,OK
dataset_silesia_mozilla.tar,lz4,7,0.43243,54.02,634.5,OK
dataset_silesia_mozilla.tar,lz4,9,0.43138,38.82,644.4,OK
dataset_silesia_mozilla.tar,zstd,1,0.39267,343.42,897.89,OK
dataset_silesia_mozilla.tar,zstd,3,0.3612,187.59,828.99,OK
dataset_silesia_mozilla.tar,zstd,5,0.34952,90.69,737.04,OK
dataset_silesia_mozilla.tar,zstd,7,0.33732,63.08,818.63,OK
dataset_silesia_mozilla.tar,zstd,9,0.33072,47.4,787.12,OK
dataset_silesia_mozilla.tar,zstd,11,0.32838,22.29,775.54,OK
dataset_silesia_mozilla.tar,zstd,13,0.32804,11.52,805.47,OK
dataset_silesia_mozilla.tar,zstd,15,0.32685,9.28,752.35,OK
dataset_silesia_mozilla.tar,zstd,17,0.30517,4.13,536.73,OK
dataset_silesia_mozilla.tar,bzip2,1,0.36446,15.98,32.05,OK
dataset_silesia_mozilla.tar,bzip2,3,0.35728,16.86,32.13,OK
dataset_silesia_mozilla.tar,bzip2,5,0.353,15.91,30.65,OK
dataset_silesia_mozilla.tar,bzip2,7,0.35103,17.17,30.53,OK
dataset_silesia_mozilla.tar,bzip2,9,0.34971,17.27,29.83,OK
dataset_silesia_dickens.tar,les,1,0.64768,84.74,320.16,OK
dataset_silesia_dickens.tar,les,2,0.60839,70.71,324.95,OK
dataset_silesia_dickens.tar,les,3,0.58364,66.16,310.78,OK
dataset_silesia_dickens.tar,les,4,0.57023,36.61,312.09,OK
dataset_silesia_dickens.tar,les,5,0.56328,33.64,318.86,OK
dataset_silesia_dickens.tar,les,6,0.5597,31.06,315.91,OK
dataset_silesia_dickens.tar,les,7,0.55826,24.17,293.12,OK
dataset_silesia_dickens.tar,les,8,0.55789,22.9,275.13,OK
dataset_silesia_dickens.tar,les,9,0.55759,15.97,259.21,OK
dataset_silesia_dickens.tar,gzip,1,0.44929,76.29,145.85,OK
dataset_silesia_dickens.tar,gzip,3,0.41076,44.62,155.22,OK
dataset_silesia_dickens.tar,gzip,5,0.38695,26.79,149.86,OK
dataset_silesia_dickens.tar,gzip,7,0.3781,13.78,152.67,OK
dataset_silesia_dickens.tar,gzip,9,0.37769,11.98,148.49,OK
dataset_silesia_dickens.tar,lz4,1,0.63059,245.65,440.3,OK
dataset_silesia_dickens.tar,lz4,3,0.46911,55.99,444.06,OK
dataset_silesia_dickens.tar,lz4,5,0.44298,33.23,473.09,OK
dataset_silesia_dickens.tar,lz4,7,0.43655,22.2,482.96,OK
dataset_silesia_dickens.tar,lz4,9,0.43548,18.79,495.82,OK
dataset_silesia_dickens.tar,zstd,1,0.41798,204.14,690.56,OK
dataset_silesia_dickens.tar,zstd,3,0.3598,132.23,587.02,OK
dataset_silesia_dickens.tar,zstd,5,0.34629,66.78,537.34,OK
dataset_silesia_dickens.tar,zstd,7,0.32849,47.06,620.43,OK
dataset_silesia_dickens.tar,zstd,9,0.32186,32.68,564.61,OK
dataset_silesia_dickens.tar,zstd,11,0.31139,15.24,545.29,OK
dataset_silesia_dickens.tar,zstd,13,0.30615,4.85,536.3,OK
dataset_silesia_dickens.tar,zstd,15,0.29985,2.9,611.7,OK
dataset_silesia_dickens.tar,zstd,17,0.28428,2.33,528.91,OK
dataset_silesia_dickens.tar,bzip2,1,0.32379,15.8,31.78,OK
dataset_silesia_dickens.tar,bzip2,3,0.29498,16.29,29.99,OK
dataset_silesia_dickens.tar,bzip2,5,0.28521,15.82,28.85,OK
dataset_silesia_dickens.tar,bzip2,7,0.27855,14.52,26.44,OK
dataset_silesia_dickens.tar,bzip2,9,0.27453,13.84,26.92,OK
dataset_silesia_ooffice.tar,les,1,0.78357,98.01,149.36,OK
dataset_silesia_ooffice.tar,les,2,0.77562,101.92,137.25,OK
dataset_silesia_ooffice.tar,les,3,0.78,101.36,139.28,OK
dataset_silesia_ooffice.tar,les,4,0.79061,65.71,137.87,OK
dataset_silesia_ooffice.tar,les,5,0.81307,58.16,134.77,OK
dataset_silesia_ooffice.tar,les,6,0.82274,63.09,138.19,OK
dataset_silesia_ooffice.tar,les,7,0.79985,34.39,132.35,OK
dataset_silesia_ooffice.tar,les,8,0.83032,33.22,127.89,OK
dataset_silesia_ooffice.tar,les,9,0.67182,17.27,251.47,OK
dataset_silesia_ooffice.tar,gzip,1,0.5345,55.77,112.56,OK
dataset_silesia_ooffice.tar,gzip,3,0.51816,41.38,120.9,OK
dataset_silesia_ooffice.tar,gzip,5,0.50539,31.3,133.18,OK
dataset_silesia_ooffice.tar,gzip,7,0.5018,16.86,129.42,OK
dataset_silesia_ooffice.tar,gzip,9,0.50135,12.44,123.56,OK
dataset_silesia_ooffice.tar,lz4,1,0.70396,260.15,383.02,OK
dataset_silesia_ooffice.tar,lz4,3,0.58558,51.32,391.31,OK
dataset_silesia_ooffice.tar,lz4,5,0.57773,43.04,400.58,OK
dataset_silesia_ooffice.tar,lz4,7,0.57569,36.31,400.28,OK
dataset_silesia_ooffice.tar,lz4,9,0.57528,28.91,415.81,OK
dataset_silesia_ooffice.tar,zstd,1,0.58509,218.97,583.07,OK
dataset_silesia_ooffice.tar,zstd,3,0.51,112.13,459.2,OK
dataset_silesia_ooffice.tar,zstd,5,0.48494,68.14,467.37,OK
dataset_silesia_ooffice.tar,zstd,7,0.4718,45.16,461.58,OK
dataset_silesia_ooffice.tar,zstd,9,0.46588,36.15,447.0,OK
dataset_silesia_ooffice.tar,zstd,11,0.4622,17.22,481.47,OK
dataset_silesia_ooffice.tar,zstd,13,0.46152,8.76,470.93,OK
dataset_silesia_ooffice.tar,zstd,15,0.46035,7.25,477.13,OK
dataset_silesia_ooffice.tar,zstd,17,0.43677,4.19,419.3,OK
dataset_silesia_ooffice.tar,bzip2,1,0.48718,15.71,25.31,OK
dataset_silesia_ooffice.tar,bzip2,3,0.47329,15.54,23.42,OK
dataset_silesia_ooffice.tar,bzip2,5,0.46724,16.25,24.73,OK
dataset_silesia_ooffice.tar,bzip2,7,0.46456,16.0,23.09,OK
dataset_silesia_ooffice.tar,bzip2,9,0.46451,16.28,24.56,OK
dataset_silesia_osdb.tar,les,1,0.8406,108.84,150.45,OK
dataset_silesia_osdb.tar,les,2,0.8328,109.55,151.28,OK
dataset_silesia_osdb.tar,les,3,0.82912,109.34,140.08,OK
dataset_silesia_osdb.tar,les,4,0.82724,65.39,139.73,OK
dataset_silesia_osdb.tar,les,5,0.82634,69.88,152.6,OK
dataset_silesia_osdb.tar,les,6,0.82586,62.12,139.38,OK
dataset_silesia_osdb.tar,les,7,0.59961,34.73,156.98,OK
dataset_silesia_osdb.tar,les,8,0.59923,34.09,157.22,OK
dataset_silesia_osdb.tar,les,9,0.43927,18.71,371.1,OK
dataset_silesia_osdb.tar,gzip,1,0.40308,87.2,162.12,OK
dataset_silesia_osdb.tar,gzip,3,0.39408,55.05,146.79,OK
dataset_silesia_osdb.tar,gzip,5,0.37612,41.59,151.87,OK
dataset_silesia_osdb.tar,gzip,7,0.36852,29.1,166.69,OK
dataset_silesia_osdb.tar,gzip,9,0.36809,23.97,159.36,OK
dataset_silesia_osdb.tar,lz4,1,0.52111,311.28,497.6,OK
dataset_silesia_osdb.tar,lz4,3,0.4017,91.53,537.6,OK
dataset_silesia_osdb.tar,lz4,5,0.39592,56.53,512.19,OK
dataset_silesia_osdb.tar,lz4,7,0.39504,52.98,546.9,OK
dataset_silesia_osdb.tar,lz4,9,0.395,45.94,504.82,OK
dataset_silesia_osdb.tar,zstd,1,0.36931,294.56,774.36,OK
dataset_silesia_osdb.tar,zstd,3,0.34732,156.85,723.64,OK
dataset_silesia_osdb.tar,zstd,5,0.33984,84.52,720.18,OK
dataset_silesia_osdb.tar,zstd,7,0.33275,61.33,792.48,OK
dataset_silesia_osdb.tar,zstd,9,0.33096,47.8,722.43,OK
dataset_silesia_osdb.tar,zstd,11,0.31951,19.95,759.93,OK
dataset_silesia_osdb.tar,zstd,13,0.31262,10.97,779.61,OK
dataset_silesia_osdb.tar,zstd,15,0.30974,8.66,710.67,OK
dataset_silesia_osdb.tar,zstd,17,0.30448,3.76,646.04,OK
dataset_silesia_osdb.tar,bzip2,1,0.37211,15.63,29.18,OK
dataset_silesia_osdb.tar,bzip2,3,0.30921,17.47,28.94,OK
dataset_silesia_osdb.tar,bzip2,5,0.29149,17.74,30.87,OK
dataset_silesia_osdb.tar,bzip2,7,0.28306,16.35,29.21,OK
dataset_silesia_osdb.tar,bzip2,9,0.27761,15.89,29.63,OK
dataset_silesia_webster.tar,les,1,0.49653,88.3,352.12,OK
dataset_silesia_webster.tar,les,2,0.46284,94.05,361.02,OK
dataset_silesia_webster.tar,les,3,0.44444,85.48,371.66,OK
dataset_silesia_webster.tar,les,4,0.43469,48.63,372.41,OK
dataset_silesia_webster.tar,les,5,0.42959,43.81,368.5,OK
dataset_silesia_webster.tar,les,6,0.4272,41.28,362.25,OK
dataset_silesia_webster.tar,les,7,0.42636,27.64,352.1,OK
dataset_silesia_webster.tar,les,8,0.42608,27.91,316.51,OK
dataset_silesia_webster.tar,les,9,0.42597,19.51,300.87,OK
dataset_silesia_webster.tar,gzip,1,0.36123,89.95,152.75,OK
dataset_silesia_webster.tar,gzip,3,0.32839,63.96,164.26,OK
dataset_silesia_webster.tar,gzip,5,0.29988,40.25,164.86,OK
dataset_silesia_webster.tar,gzip,7,0.29228,22.84,179.99,OK
dataset_silesia_webster.tar,gzip,9,0.29091,18.27,179.0,OK
dataset_silesia_webster.tar,lz4,1,0.48597,301.98,598.85,OK
dataset_silesia_webster.tar,lz4,3,0.356,81.95,609.29,OK
dataset_silesia_webster.tar,lz4,5,0.34238,54.77,642.37,OK
dataset_silesia_webster.tar,lz4,7,0.33912,35.31,607.25,OK
dataset_silesia_webster.tar,lz4,9,0.33835,28.11,609.14,OK
dataset_silesia_webster.tar,zstd,1,0.3297,258.74,961.99,OK
dataset_silesia_webster.tar,zstd,3,0.29263,156.96,777.83,OK
dataset_silesia_webster.tar,zstd,5,0.27088,90.78,775.0,OK
dataset_silesia_webster.tar,zstd,7,0.25524,54.09,765.21,OK
dataset_silesia_webster.tar,zstd,9,0.24775,43.2,851.97,OK
dataset_silesia_webster.tar,zstd,11,0.24012,21.14,799.65,OK
dataset_silesia_webster.tar,zstd,13,0.23775,8.95,866.12,OK
dataset_silesia_webster.tar,zstd,15,0.2312,4.35,738.47,OK
dataset_silesia_webster.tar,zstd,17,0.2159,2.43,819.38,OK
dataset_silesia_webster.tar,bzip2,1,0.24875,15.1,36.05,OK
dataset_silesia_webster.tar,bzip2,3,0.22572,14.24,33.0,OK
dataset_silesia_webster.tar,bzip2,5,0.21703,14.52,34.76,OK
dataset_silesia_webster.tar,bzip2,7,0.21214,15.2,34.41,OK
dataset_silesia_webster.tar,bzip2,9,0.20851,14.85,31.3,OK
dataset_silesia_sao.tar,les,1,0.94376,118.26,156.5,OK
dataset_silesia_sao.tar,les,2,0.93864,112.03,152.58,OK
dataset_silesia_sao.tar,les,3,0.9376,122.01,155.79,OK
dataset_silesia_sao.tar,les,4,0.93732,75.33,156.29,OK
dataset_silesia_sao.tar,les,5,0.93789,74.27,154.43,OK
dataset_silesia_sao.tar,les,6,0.93867,67.2,143.95,OK
dataset_silesia_sao.tar,les,7,0.94009,36.11,141.48,OK
dataset_silesia_sao.tar,les,8,0.94237,33.78,127.75,OK
dataset_silesia_sao.tar,les,9,0.88838,16.18,265.97,OK
dataset_silesia_sao.tar,gzip,1,0.76699,42.74,129.64,OK
dataset_silesia_sao.tar,gzip,3,0.74936,33.01,122.41,OK
dataset_silesia_sao.tar,gzip,5,0.73979,26.21,138.79,OK
dataset_silesia_sao.tar,gzip,7,0.73401,17.76,141.41,OK
dataset_silesia_sao.tar,gzip,9,0.73377,16.02,137.6,OK
dataset_silesia_sao.tar,lz4,1,0.93534,280.79,464.13,OK
dataset_silesia_sao.tar,lz4,3,0.80893,42.74,351.64,OK
dataset_silesia_sao.tar,lz4,5,0.79539,36.11,419.9,OK
dataset_silesia_sao.tar,lz4,7,0.79079,28.36,432.69,OK
dataset_silesia_sao.tar,lz4,9,0.79029,27.41,442.57,OK
